MP,compound,solvent,set
186,Clc1cc(cc(Cl)c1)C(=O)O,,val
-76,CCCOC(=O)CC,,val
41.3,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,,val
125,c1(c(c(nc(c1Cl)Cl)Cl)Cl)Cl,,val
96,C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,,val
116,CCOC(=O)C1=CC=C(C=C1)O,,val
166,COc1ccc2nc(N)sc2c1,,val
80,ICCI,,val
-73,CCCC(=O)OCCC(C)C,,val
50,N#Cc1cccnc1,,val
118,Nc1cc(ccc1OC)[N+]([O-])=O,,val
50,C(CC(CBr)(C#N)Br)C#N,,val
163,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C)O)C,,val
87,c1cc(c(cc1Cl)[N+](=O)[O-])O,,val
188,c1cc(c(cc1F)F)C(=O)O,,val
101,c1cc(ccc1C(=O)CCl)Cl,,val
-64,CI,,val
-7.0000014,CC(=O)CCC(C)=O,,val
176.5,O=[N+]([O-])c1cc(ccc1N)[N+]([O-])=O,,val
105,Oc1ccccc1O,,val
149,c1cc(ccc1S(=O)(=O)c2ccc(cc2)Cl)Cl,,val
101,c1ccc(cc1)c2ccc(cc2)C(=O)c3ccccc3,,val
12.000003,Cc1ccc(cc1)C,,val
89,CC(C)(CCC(C)(C)O)O,,val
-32.999992,CC(Cl)(Cl)Cl,,val
47,O=[N+]([O-])c1ccccc1CCl,,val
-86,CCCSSCCC,,val
107,c1ccc(cc1)C(=O)Oc2ccc3ccccc3c2,,val
124,CCOC(=O)c1cc2ccccc2[nH]1,,val
99,CC(=O)c1ccc2ccccc2c1O,,val
77,CCNC(=S)NCC,,val
-12.000001,c1cc(c(cc1F)[N+](=O)[O-])F,,val
47,O=CNc1ccccc1,,val
-113,CC(OC)OC,,val
219,c1cncc(c1N)N,,val
24.999998,Cc1ccc(cc1)N=C=S,,val
139,OC(=O)c1ccc(cc1Cl)[N+]([O-])=O,,val
78,c1c(cc(cc1Cl)Cl)CO,,val
-57.999992,CCCCCCCBr,,val
-127,CCCO,,val
157.5,NS(=O)(=O)c1ccc(cc1)n3nc(cc3c2ccc(C)cc2)C(F)(F)F,,val
33,CC(C)(C)C(=O)O,,val
18.999998,SCc1ccc(Cl)cc1,,val
38,COc1ccccc1C=O,,val
41,c1cc(sc1I)I,,val
115,C(CC(=O)O)C(=O)C(=O)O,,val
-21.000002,c1ccc2c(c1)CCO2,,val
200,CC1(C2CCC1(C(=O)C2=O)C)C,,val
-105,CC(C)CC#C,,val
230,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,,val
225.5,N#Cc1ccc(C#N)cc1,,val
153,c1cc(ccc1O)Sc2ccc(cc2)O,,val
190,Fc1ccc(cc1)C(=O)CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4,,val
88,CC(=O)Oc1ccc(cc1)c2ccccc2,,val
44,c1cc(cc(c1)C(=O)Cl)C(=O)Cl,,val
131,OC(C)(C)C1CC=C(C)C(O)C1,,val
62,COc1ccc(cc1)C(=O)c2ccccc2,,val
7.9999986,C(=O)O,,val
77,CC(=O)Nc1cccc(c1)Cl,,val
36,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(=O)OCC,,val
47,C(CCCCO)CCCCO,,val
56,Oc1ccc(OC)cc1,,val
-87,C=CC=CC,,val
-168.99998,C=C,,val
-81,O=COCC,,val
41,c1ccc(cc1)COC(=O)c2ccccc2C(=O)OCc3ccccc3,,val
29.999998,c1ccc(c(c1)C(Cl)(Cl)Cl)Cl,,val
143,c1ccc(cc1)C(=O)Oc2ccc(cc2)[N+](=O)[O-],,val
-2.0000012,N#CCCc1ccccc1,,val
177,Brc1cc(/C=C/C(=O)O)ccc1,,val
202.5,O=[N+]([O-])c1ccc(cc1)C(N)=O,,val
-45,C#Cc1ccccc1,,val
-59.999992,CCCCP(CCCC)CCCC,,val
159,c1cnccc1N,,val
-35,CCCCCCCCCCC=C,,val
102,C(CCCC(=O)O)CCCC(=O)O,,val
110,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(c1)C(C)=O,,val
55,Cc1cc(nc2c1cccc2)Cl,,val
45,Nc1ccc(CC#N)cc1,,val
1.9999987,O=C(CCCCCCCCC(=O)OCC)OCC,,val
55,Cc1ccc(c(c1)O)[N+](=O)[O-],,val
29.999998,CC(C)(N)CO,,val
48,c1ccc(cc1)Cc2cc(ccc2O)Cl,,val
35,CNc1ccccc1[N+](=O)[O-],,val
219,c1cc2c(c(c1)[N+](=O)[O-])C(=O)NC2=O,,val
-59.999992,CCCCNCCCC,,val
-10.000001,C(COCCO)O,,val
-27.000002,OCCCO,,val
69.5,ClCc1c(c(cc(c1C)C)C)C,,val
95,Oc2cccc1ccccc12,,val
73,C(=O)(C(F)(F)F)N,,val
95,C1CC2=CC=CC3=C2C1=CC=C3,,val
133,[S+]([O-])(Cc1ccccc1)Cc1ccccc1,,val
115,CC(C(=O)O)Oc1cccc(c1)Cl,,val
158,c1cc(c(c(c1)F)C(=O)O)F,,val
10.999999,CN(C=O)c1ccccc1,,val
-45,Cc1cc(C)cc(C)c1,,val
154,O=S1(=O)CCN(CN1)CN2CCS(=O)(=O)NC2,,val
49,CCCCCCCCCCCCCCCCCCCCCCC,,val
29.499998,CC(=O)c1ccco1,,val
113,O=C(N)c1ccccc1N,,val
84,c1ccc(cc1)CNc2ccc(cc2)O,,val
-92,CCCCOC=O,,val
283,C1=C(C(=NC(=N1)O)O)F,,val
163,CC(=O)Nc1ccc(cc1)N,,val
24.999998,C#CC1(CCCC1)O,,val
-102,CCSSCC,,val
130,c1ccc2c(c1)cccc2CC(=O)O,,val
171.5,CC1(N=C(NC1=O)c2ncccc2C(=O)O)C(C)C,,val
164,c1ccc(c(c1)C(=O)O)OP(=O)(O)O,,val
163,Cc1ccc(cc1)C(=O)N,,val
23.999998,CCCCCCCCCCCCCC=O,,val
-114,CCO,,val
306,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,,val
53,c1ccc(c(=O)cc1)O,,val
83,CCC(=O)N(C1CCN(CC1)CCc2ccccc2)c3ccccc3,,val
-113,CCCS,,val
64,c1ccc(cc1)SCC(=O)O,,val
62,CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,,val
306,c1(c(c(c(c(c1Br)Br)Br)Br)Br)Oc2c(c(c(c(c2Br)Br)Br)Br)Br,,val
-10.000001,O=C(C=C/C(=O)OCC)OCC,,val
216,c3c5c1cccc2cccc(c12)c5cc4ccccc34,,val
-137,C=C(C)CC,,val
228,COc1cc(C)c(C=CC(C)=CC=CC(C)=CC(O)=O)c(C)c1C,,val
80,c1cc(ccc1OCC(CO)O)Cl,,val
134,CC=CC=CC(=O)O,,val
23.999998,C=Cc1ccc(cc1)N,,val
11.799998,C1COCCO1,,val
76,O=C(O)CCCCCCCCCCCCCCCCCCCCC,,val
36.7,CCCCCCCCCCCCCCCCCCCC,,val
47,CC(O)CCCCCCCCCCCCCC,,val
46,COC(=O)c1cc(ccc1O)Cl,,val
149,Cc1ccc(cc1)NC(=O)C,,val
171.5,[O-][N+](=O)c1cccc2cccc([N+]([O-])=O)c12,,val
116,O=Cc1ccc(C=O)cc1,,val
281,CCC1(C(=O)NCNC1=O)c2ccccc2,,val
42,CC(CNCC(C)O)O,,val
80,O=C(O)CO,,val
78,CCC(=O)N,,val
39,CCCCCCCCCCCCCC(=O)C,,val
119,c1cc(cc(c1)[N+](=O)[O-])CC(=O)O,,val
51,Cc1cc(N)ccc1C,,val
-27.000002,FC(F)(F)c1ccccc1,,val
49,c1cc(c(cc1Br)Cl)O,,val
4.0000024,c1ccc(cc1)OCC2CO2,,val
156,CCOC(=O)Nc4ccc3Sc1ccccc1N(C(=O)CCN2CCOCC2)c3c4,,val
122.5,Clc1c(ccc(OCC(=O)O)c1Cl)C(=O)C(=C)CC,,val
58,S=C=Nc2cccc1ccccc12,,val
31,O=C(O)CCCCCCCCC,,val
48,CCN(CC)CCSC(=O)N(c1ccccc1)c2ccccc2,,val
165,O=S(C)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl,,val
126,c1ccc2c(c1)CC(=O)N2,,val
51,Cc1c[nH]cn1,,val
9.999999,c1ccc(cc1)Cc2ccncc2,,val
94,CC1(OC(=O)CC(=O)O1)C,,val
180,c1cc(ccc1[N+](=O)[O-])S(=O)(=O)N,,val
112,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)Cl,,val
5.0000024,Nc1ccccc1OC,,val
70,O=C(Oc1ccccc1)c2ccccc2,,val
178,CC=2CCC[C@](C)(C)C=2/C=CC(C)=CC=CC(C)=CC=CC=C(/C)C=CC=C(/C)C=CC1=C(C)CCC[C@@]1(C)C,,test
81,CCCCCCn1c(=O)c2c(ncn2C)n(c1=O)C,,test
1.9999987,C(#N)c1c(c(c(c(c1F)F)F)F)F,,test
101,CC(C)(C)C(C)(C)C,,test
-104,CCSCC,,test
137,c1ccc(cc1)NC(=O)c2ccccc2O,,test
152,c1cc(c(c(c1Cl)C(=O)O)N)Cl,,test
3.0000026,C(OCc1ccccc1)c2ccccc2,,test
-60.999992,CC2(C)C1CCC(=C)C2C1,,test
103,Clc1ccc(CC(=O)O)cc1,,test
204,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,,test
32,c1cc(sc1)c2cccs2,,test
82,c1cc(ccc1S(=O)(=O)Cl)I,,test
181,c1cc2c(cc(c(c2nc1)O)Cl)Cl,,test
-38.999992,CCCCCCCCCCl,,test
32,CCCN(CC1CC1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],,test
-93,CN,,test
-77,CCc1cccnc1,,test
107,CCCCN1CCCCC1C(=O)Nc2c(C)cccc2C,,test
-46,c1ccnc(c1)Cl,,test
31,c1c(c(c(c(c1F)F)N)F)F,,test
-64,CCCCOC(=O)C=C,,test
55.1,O=C(O)CCCCCCCCCCCCC,,test
154,[O-][N+](=O)c2cc[n+]([O-])c1ccccc12,,test
101,CC(=O)n1ccnc1,,test
9.999999,c1cc(ccc1C(=O)Cl)F,,test
73.5,Fc2ccccc2c1ccccc1,,test
-185,C=CC,,test
163,O=C(Nc1ccccc1)c2ccccc2,,test
106,CCOC(=O)c1c[nH]nc1N,,test
-40.999992,SCCS,,test
-9.000001,CCCCCCCCCCCCCl,,test
121.5,IC(I)I,,test
228.25,Clc1cc2C(=NCc3nnc(C)n3c2cc1)c4ccccc4,,test
275,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,,test
90,C/C(=C/C(=O)O)/C(=O)O,,test
20.999998,CCCCCCCCCCCCCCCCS,,test
138,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,,test
203,C(P(=O)(O)O)P(=O)(O)O,,test
140,CC1=NC=C(N1C)[N+](=O)[O-],,test
39,O=[N+]([O-])c1ccc(cc1)C(F)(F)F,,test
-88,CCCCc1ccccc1,,test
75,c1ccc(cc1)OC(=O)c2ccccc2C(=O)Oc3ccccc3,,test
-85,B(OCC)(OCC)OCC,,test
-29.500002,CC(CC)=NO,,test
-83,C=CCSCC=C,,test
70,c1ccc2c(c1)ccc(=O)o2,,test
-57.999992,CCCCCCCCCl,,test
51,Brc1ccc(Br)c(N)c1,,test
82,O=C(c1ccc(Br)cc1)c2ccccc2,,test
9.999999,OCc2cc(Oc1ccccc1)ccc2,,test
-116,CCOCC,,test
79,COc1ccc2c(c1)CCCC2=O,,test
45.5,FC(F)(F)c1ccccc1O,,test
-63,CCc1ccc(Cl)cc1,,test
-113,CC/C=C/CC,,test
243,OC(=O)c1ccc(Cl)cc1,,test
229,c1ccc(c(c1)c2ccccc2C(=O)O)C(=O)O,,test
-161.50998,C1(CCC1)C,,test
-50,CCc1cccc(C)c1C,,test
19.999998,Cc1cc(ccc1OC)OC,,test
65,Cc1c(cccc1[N+](=O)[O-])[N+]([O-])=O,,test
-2.0000012,Cc1ccc(cc1)C(=O)Cl,,test
225,c1cc(ccc1CBr)C(=O)O,,test
-34,CC(CCCBr)Br,,test
-139,O=C=S,,test
24.999998,C(CSSCCO)O,,test
35,CN=C=S,,test
50,Ic1ccccc1[N+](=O)[O-],,test
91,Cn3c1ccccc1c2ccccc23,,test
250,CC(C)c1cc(c(C)cc1O)C3(OC(=O)c2ccccc23)c4cc(C(C)C)c(O)cc4C,,test
232,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N,,test
-93,CC(=C)OC(=O)C,,test
67,CCCCP(=O)(CCCC)CCCC,,test
-5.0000014,CCc1ccc(cc1)N,,test
-66,CCCCCCCCC=C,,test
-80,CC(C)CCCCCC,,test
164,Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl,,test
5.0000024,c1c(c(cs1)Br)Br,,test
48,N#Cc1ccccc1N,,test
69,O=C(O)CCCCCCCCCCCCCCCCCC,,test
-6.0000014,Nc1ccccc1,,test
28.999998,C(CCNCCCN)CNCCCN,,test
-90,CC=1CCCC=1C,,test
58,CCCCOC(=O)C1=CC=C(C=C1)N,,test
52,N#Cc1cc(N)ccc1,,test
-67,CC(C)(C)CC(C)(C)C,,test
-112,CCCC#N,,test
161,c1cc(ccc1Cc2ccc(cc2)O)O,,test
14.999999,Cc1cc2ccccc2nc1,,test
-74,CCc1cc(C)cc(CC)c1,,test
56,C1CCC(=NO)C1,,test
146,c1ccc(cc1)C(=O)c2ccc(cc2O)O,,test
69,c1ccc2c(c1)no[n+]2[O-],,test
-72,Cc1ccccc1C(C)C,,test
24.999998,CCCCCCCCCCCC(C)O,,test
181,COC1=C(C=C(C=C1)C(=O)O)OC,,test
143,O=C(N)c1ccccc1Cl,,test
-46,CCCCCCCCI,,test
96,c1cc(ccc1C(=O)CBr)Cl,,test
-53,C=Cc1ccccc1Br,,test
52,c1ccc(cc1)C(=O)c2cccc(c2)C(F)(F)F,,test
48,O=C(c1ccccc1)c2ccccc2,,test
-49,CCCCCCCCS,,test
-73,O=S=O,,test
233,Nc2ncnc(Nc1ccc(Cl)cc1)n2,,test
32,CC(=O)c1ccc(cc1)C(F)(F)F,,test
57,OC(CN)c1ccccc1,,test
56,CCCCCCCCCCCCCCCCCCN,,test
34.5,N(=C=N\C1CCCCC1)\C2CCCCC2,,test
100,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1,,test
-78,C#CC(C)(C)C,,test
131.5,[O-][N+](=O)c1cc([N+]([O-])=O)c(O)c2ccccc12,,test
148,O=[N+]([O-])c1ccc(N)cc1,,test
64,[O-][N+](=O)CCC(=O)O,,test
-45,Clc1ccccc1,,test
72,Cc1cc(c(c(c1)C)O)C,,test
3.0000026,Cc1ccncc1,,test
199,FC(F)(F)S(=O)c1c(N)n(nc1C#N)c2c(Cl)cc(cc2Cl)C(F)(F)F,,test
115,c1(c(c(sc1Br)Br)Br)Br,,test
68,CC(C)(C)NCC(O)COc1ccccc1C2CCCC2,,test
1.9999987,ClCC=CCCl,,test
164,O=C1CC2CC(OC(=O)C)CCC2(C)C2CCC3(C)C(=O)CCC3C12,,test
141,OC2C1CCC(C1)C2O,,test
198,O=C(N)c1c(Cl)cccc1Cl,,test
-48,Cc1cc(Cl)ccc1,,test
253,C1=CC(=CC=C1C(=O)O)Br,,test
127,Fc1cc(cc(F)c1O)C(=O)CC,,test
88,Cc1csc(n1)S,,test
90,CC1(COC(=O)C1O)C,,test
32,CCCCCCCCCCCCCCCCCCS,,test
1.9999987,COc1ccccc1Br,,test
27.999998,C(CCCN)CCCN,,test
-112,CC(CC)C(C)(C)C,,test
110,CC(=O)N[C@@H](CS)C(=O)O,,test
51.5,COP(=S)(OC)SCC(=O)NC,,test
34,Cc1ccc(c(c1)[N+](=O)[O-])O,,test
159.5,Clc2nc(Nc1ccccc1Cl)nc(Cl)n2,,test
106,CP(=O)(O)O,,test
44,CCOC(=O)c1ccc(c(c1)OC)OC,,test
177,CC/N=C/1\N/C(=N/C(C)C)/NC(=N1)Cl,,test
32,Cc1ccc(cc-2c(ccc12)C)C(C)C,,test
-96,C1CCCS1,,test
81,CC(N)=O,,test
29.999998,CCOC(=O)C(=Cc1ccccc1)C(=O)OCC,,test
61,COc1c(Cl)cc(Cl)cc1Cl,,test
98,O=Cc1cc(O)ccc1O,,test
-80,CC(C)CC(C)=O,,test
76.5,Cc2cc3c1c(cc(cc1O)CCCCC)OC(C)(C)c3cc2,,test
82,c1ccc2c(c1)C(=O)N(C2=O)CCBr,,test
59,COc1ccc(C#N)cc1,,test
38.5,CN1CC=C(CC1)c2ccccc2,,test
27.000002,C=Cc1ccc(cc1)[N+](=O)[O-],,test
166,Brc1ccc(NC(C)=O)cc1,,test
195,c1ccc(cc1)P(=O)(c2ccccc2)O,,test
41,CC(=O)CCc1ccc(c(c1)OC)O,,test
147,Clc1ccccc1C(c2ccccc2)(c3ccccc3)n4ccnc4,,test
78,C(C(C(C(CO)(F)F)(F)F)(F)F)O,,test
173.99998,c1cc(cc(c1)C(=O)O)C=O,,test
33.5,Nc1ccc(cc1OC)OC,,test
59,c1ccc(cc1)CCCCC(=O)O,,test
-51,C1CC(=O)C1,,test
-94,C1CCCC1,,test
141,C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)O,,test
155,O=C(N)c1cc(Br)ccc1,,test
42,CCCCCCCCCCCCCCCCCCCCCC,,test
45,c1cc(ccc1N=C=S)Cl,,test
-2.0000012,Cc1ccccc1CCl,,test
109,O=C(CBr)c1ccc(Br)cc1,,test
210,O=[N+]([O-])c1cccc(c1C(=O)O)C(=O)O,,test
68,CC(C)(C)C(=O)CC#N,,test
200,O=C1c2ccccc2NC1=O,,test
93.5,Clc1ccc(NC(=O)N(C)OC)cc1Cl,,test
-98,FC(F)(F)CC(F)(F)F,,test
99,C(CCCCCCCC(=O)O)CCCCCCCO,,test
177,CC(C)C1(CC(Br)=C)C(=O)NC(=O)NC1=O,,test
23.999998,C1CC(=O)NC1,,test
81.5,Oc2cccc(Nc1ccccc1)c2,,test
70.5,Clc2cc(Cl)ccc2Oc1ccc(cc1)[N+]([O-])=O,,test
4.0000024,c1c(cc(c(c1F)[N+](=O)[O-])F)F,,test
87,COc1ccccc1OC(=O)Oc2ccccc2OC,,test
121,CC(=O)Oc1ccc(cc1)OC(=O)C,,test
206,O=[N+]([O-])c1cc(cc(c1)[N+]([O-])=O)C(=O)O,,test
-37.000008,COc1ccccc1,,test
27.999998,c1(c(c(sc1Cl)Cl)Cl)Cl,,test
74,Oc1cc(ccc1)C(=O)OC,,test
12.000003,CCCCCCCCCCCCCC(=O)OCC,,test
28.999998,CC(=O)CCC(=O)O,,test
-7.35,CCc1ccc2ccccc2c1,,test
80,c1ccc(c(c1)c2ccccc2Br)Br,,test
0.9999987,O=C(OC)OC,,test
-75,CC(=C)CCC(=C)C,,test
-9.000001,Oc1ccccc1C(=O)OC,,test
31,C/C=C/C=C/CO,,test
-60.999992,CCCCCCCCC(=O)Cl,,test
147,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,,test
47,Cc1cc(Cl)ccc1O,,test
-34,CC(C)(Cl)Cl,,test
10.999999,CC(C(=O)O)S,,test
-13.000001,c1ccc(c(c1)Cl)Br,,test
85,OCc1ccccc1O,,test
44,CC(C)(C(=O)O)Br,,test
144,Nc1cc(ccc1O)[N+]([O-])=O,,test
-48,Fc1cc(F)c(F)c(F)c1F,,test
148,c1ccc(c(c1)C(=O)NN)O,,test
-43,CCCCCCC=O,,test
28.999998,CS(=O)c1ccccc1,,test
117,c1cc(ccc1C(C(=O)O)O)Br,,test
25.999998,COc1ccc(cc1Cl)Cl,,test
144,c1ccc(cc1)NC(=Nc2ccccc2)Nc3ccccc3,,test
132,c1ccc(cc1)C(=O)Oc2cccc(c2)O,,test
165,Cc1cccc(c1O)C(=O)O,,test
228,CCNc1nc(nc(n1)Cl)NCC,,test
189,C1=CC(=CC=C1C(=O)O)N,,test
67,CC(C)(C)C1=CC(=O)C=C(C1=O)C(C)(C)C,,test
153,Cc1ccc(c(c1)C(=O)O)O,,test
4.0000024,CCCCCCCCCCCCCCC=C,,test
107,c1ccc2c(c1)CCc3ccccc3C2Cl,,test
-30.000002,c1ccc(cc1)CS,,test
134,c1ccc2c(c1)c(c[nH]2)CCC(=O)O,,test
7.9999986,CC1=CC(=O)OC1=O,,test
5.9999986,C(CCI)CI,,test
148,C1CC(=O)N(C1=O)Cl,,test
233,O=C1NN(C(=O)C1c2ccccc2)c3ccccc3,,test
86,c1cc(nc(c1)Cl)Cl,,test
12.000003,Cc1cc(N)c(C)cc1,,test
-3.0000012,c1cc(c(cc1Cl)Cl)CCl,,test
176,c1cc(c(cc1[N+](=O)[O-])O)O,,test
168,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,,test
56,C#CCCC(=O)O,,test
12.000003,C[Si](C)(C)[Si](C)(C)C,,test
-41.999992,ClC(Cl)(Cl)C#N,,test
184,Cc1cc[n+](cc1)[O-],,test
4.0000024,Cc1ccc(CCl)cc1,,test
166,OC(C(O)C(O)C(O)C=O)C(=O)O,,test
5.5000024,CCCCCCCCCCCCCC,,test
96,CCNc1ccc(cc1)[N+]([O-])=O,,test
-15.000001,OCc1ccccc1,,test
-48,CCCCCCCI,,test
159,c1cc(ccc1OCC(=O)O)Cl,,test
44,CCOc1ccccc1OCC,,test
47,O=[N+]([O-])c1cc(CCl)ccc1,,test
46,O=[N+]([O-])c1ccccc1C=O,,test
82,C(CI)C(=O)O,,test
242,O=C(\C=C\c2ccc1c(cccc1)c2)\C=C\c2ccc1c(cccc1)c2,,test
75,Cc1c(c[nH]n1)Br,,test
29.999998,c1ccc(c(c1)CC#N)C(F)(F)F,,test
108,c1cc(ccc1C(=O)c2ccc(cc2)F)F,,test
49,Cc1cccc(C)c1O,,test
181,c1c(cc(c(c1Br)O)Br)C=O,,test
170,c1cc(c(cc1[N+](=O)[O-])Cl)C(=O)N,,test
63,CC=1CCC[C@](C)(C)C=1/C=CC(C)=CC=CC(C)=CCO,,test
-101,CCCI,,test
43,CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,,test
176,CC1(C(=O)NC(=O)N1)C,,test
-22.000002,N#CCC(=O)OCC,,test
176,O=C1OC(C)(C)C(C1)C(=O)O,,test
158,O=C1CCC2C3CCC4(C)CC5(OCCO5)CCC4(C)C3CCC12C,,test
33,c1ccc2c(c1)CCc3ccccc3C2=O,,test
80,c1cc(ccc1CC(=O)O)C(F)(F)F,,test
162,c1ccc2c(c1)OCCOCCOc3ccccc3OCCOCCO2,,test
283,OC=1C(=O)C(Cl)=C(O)C(=O)C=1Cl,,test
77,CC(C)Nc1ccc(cc1)Nc2ccccc2,,test
52,C1=CC=C(C=C1)CCC2=CC=CC=C2,,test
96,O(CCN(C)C)c1ccc(cc1)C(c1ccccc1)=C(CC)c1ccccc1,,test
17.799997,OCC(O)CO,,test
-21.000002,c1cc(cnc1)CN,,test
116,O=C(OCC)c1ccc(O)cc1,,test
159,C1=CC=C2C(=C1)SC3=CC=CC=C3S2,,test
83.5,C1=CC(=CC=C1[N+](=O)[O-])Cl,,test
283,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,,test
76,N#Cc1ccncc1,,test
5.0000024,c1ccc(c(c1)C(=O)Cl)F,,test
15.999999,ClC(c1ccccc1)c2ccccc2,,test
-56.000008,O=Cc1ccccc1,,test
14.000003,CCOc1ccc(cc1)C=O,,test
-70,CCCCC(COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC)CC,,test
163,Cc1c(c(=O)cco1)O,,test
120,C(C#N)C(=O)N,,test
-88,CCOC(=O)C(C)C,,test
-50,CCC(CCCC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,,test
91,Ic1ccc(Br)cc1,,test
118,c1cc2ccc3cccnc3c2nc1,,test
144,CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,,test
14.000003,CC(C)c1ccc2ccccc2c1,,test
6.9999986,C1CCCCC1,,test
61,c1cc(ncc1Cl)Cl,,test
60,Cc1cc(c(c(c1C)Br)C)C,,test
-130,CCCCC,,test
89,c1cc(cc2c1cc[nH]2)Cl,,test
-70,ClCC(Cl)(Cl)Cl,,test
170,COc1ccc2c(c1)c(ccn2)[C@@H]([C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)O,,test
68,c1ccc2c(c1)ccc(n2)C=O,,test
184,c1ccc2cc(ccc2c1)C(=O)O,,test
79,O=C(Oc1ccccc1)Oc2ccccc2,,test
104,c1ccc2c(c1)-c3ccccc3C2CO,,test
83,COc1cc(O)ccc1OC,,test
-91,CCc1ccncc1,,test
-100,CC(C)(C)CC,,test
-5.0000014,O=[N+]([O-])c1cc(C=C)ccc1,,test
55,CC(=O)CC(C)(C)NC(=O)C=C,,test
-141,CC(CC)CC=C,,test
19.999998,COc1ccc(cc1C(C)=O)OC,,test
