logD,compound,solvent,set
3.2,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,,train
1.66,C[C@H]1O[C@@H](n2cnc3c(N)nc(OC4CC5CC5C4)nc32)[C@H](O)[C@@H]1O,,train
2.68,Cc1cc(CNc2ncc(Cl)c(Nc3cc(C)[nH]n3)n2)on1,,train
0.020000132,Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,,train
2.84,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2c(F)cccc12)c1ccccc1,,train
2.16,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,,train
3.01,O=c1nc(NCc2ccccc2)sn1Cc1ccccc1,,train
3.7,CCC[C@H](CO)Nc1nc(S[C@@H](C)c2cccc(C#N)c2)nc2[nH]c(=O)sc12,,train
2.3,NC(=O)Nc1cc(-c2ccsc2)sc1C(N)=O,,train
2.7,COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1,,train
0.99000007,CN(C(=O)Cc1ccccc1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,,train
1,CCN(CC)C(=O)c1ccc(C(=C2CCNCC2)c2ccccc2OC)cc1,,train
-0.51000005,COc1ccc2c(C)nc(NC(=N)N)nc2c1,,train
3.8,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,train
1.3,COC(=O)c1ccc(C(C)n2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,,train
2.21,NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O,,train
2.61,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,,train
0.21999994,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,train
1.3,CN1CCN(c2ccc(Nc3ccnc4ccccc34)cc2)CC1,,train
0.82,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,,train
1.03,Cc1oc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,,train
1.79,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2nc(NCCNCCO)ccc12,,train
2.68,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1NCCN1CCOCC1,,train
1.92,O=C(Nc1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1)c1ccc(Cl)cc1,,train
1.33,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CC1CCNCC1)C(=O)c1ccc(C)cc1,,train
1.69,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,,train
4.13,CCn1c(=O)c2c(-c3cc(C#N)cn3C)n(Cc3ccnc4ccc(Cl)cc34)nc2n(CC2CC2)c1=O,,train
2.27,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(C(F)(F)F)c4)c3)C2)c(=O)[nH]c1=O,,train
2.2,N#Cc1cccc(-c2nc(-c3ccccn3)no2)c1,,train
3.1,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,,train
1.1,COc1cc(F)ccc1-c1cncc(C2CCCN2)c1,,train
3.2,Cc1nc(-c2ccccn2)nc(N2CCCC2)c1Cl,,train
1.45,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,,train
2.71,Cc1ccc(-c2cn(C)c(C)n2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,train
1.87,O=C(NNc1cccc(Cl)c1)c1cccnc1Cl,,train
2.53,Cc1cc(Cl)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,,train
1.6,CC(C)COc1cc(OC(C)C)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,,train
2.37,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,,train
-0.25999984,Cc1cn([C@H]2CCCN([C@@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,train
3,O=C(Nc1ccc(N2CCOCC2)nc1)c1nnc(Nc2ccc(F)cc2)o1,,train
2.86,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccc3)n2)cc1,,train
3.47,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1,,train
3.14,COc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,,train
4.12,C/N=C(\S)n1nc(-c2ccc(Cl)cc2)nc1N,,train
3.21,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1,,train
1,O=c1cc(N2CCOCC2)oc2cc(O)ccc12,,train
2.14,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,,train
2.16,C#CCN(C)C(C)Cc1ccccc1,,train
-0.119999975,O=C(Nc1ccccc1)Nc1ccccc1C(=O)O,,train
0.4,C[C@@H]1N[S@](=O)(c2cccc(-c3cccc(C#N)c3)c2)=NC1=O,,train
3.2,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4cccc(F)c4c3C2)CC1,,train
1.73,CNC1=Nc2ncccc2C(c2cc[nH]c2)=NC1c1cccs1,,train
3.57,Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,,train
4.5,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,,train
2.21,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,,train
0.020000132,O=CNc1cc([C@@H](O)CNCCc2ccc(NC[C@H](O)c3ccccc3)cc2)ccc1O,,train
1.78,CC(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,,train
3,CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,,train
2.5,COc1cc(N2CC3CN(CCO)CC(C2)O3)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,train
3.46,Cc1cc(C(=O)Cn2cc(C(F)(F)F)ccc2=O)c(C)n1Cc1ccccc1,,train
1.78,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,,train
3.46,Clc1ccccc1CN1CCc2sccc2C1,,train
1.64,N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12,,train
3.58,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,,train
1.75,Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C,,train
0.7,Cc1cc2nc(NC(=N)N)nc(C)c2cc1C,,train
0.4400001,CN1CCC[C@H]1c1ccccn1,,train
1.3,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1,,train
1.89,CCOC(=O)C1(c2cccc(O)c2)CCCN(CC2CC2)C1,,train
2.41,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1,,train
3.37,CCCC(=O)Nc1ccc(Cl)c(-c2nc3ncccc3o2)c1,,train
0.4999999,CCC[C@@H](c1ccc(C(=O)O)c(Oc2cccc(Cl)c2)c1)N1CCC[C@H](n2cc(C)c(=O)[nH]c2=O)C1,,train
1.6,Cc1ncc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)n1C,,train
3.2,CCCC(=O)N1CCN(c2nnc(-c3ccccc3)c3ccccc23)CC1,,train
0.93,Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O,,train
1.5,Cc1nsc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCOCC2)CC1,,train
4.13,O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br)c1cccs1,,train
3.9,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cc2)CC1,,train
1.33,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,,train
2.9,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1,,train
1,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,,train
1.35,NS(=O)(=O)c1nc2ccccc2s1,,train
0.64000005,Cc1nc(C(=O)N2CCCC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,,train
1.6,O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1,,train
-0.69999987,Cc1c(CCC(=O)O)c(=O)oc2cc(O)ccc12,,train
2.4,C[C@@](CCc1ccc(-c2ccc(Cl)cc2)cc1)(C(=O)NO)S(C)(=O)=O,,train
2.77,CC(C)N1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,,train
0.9500001,CCn1nc(C)c(C(=O)N[C@@H](C)C(C)(C)C)c1NS(=O)(=O)c1ccc(C)cc1,,train
3.26,CCCNC(=O)c1nnc2c(-c3cnc(OC)nc3OC)cccc2c1N,,train
2.6,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1,,train
3.36,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cc(Cl)cc(Cl)c1,,train
2.72,COC(=O)CCn1cc(-c2cc(NC3CC3)n3ncc(C#N)c3n2)c2cc(NC(C)=O)ccc21,,train
3.15,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,,train
3.1,COc1cc(N2CCN(CCS(C)(=O)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,train
3.18,COc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,,train
4.1,N#Cc1ccc(-c2csc(Nc3ccc(O)cc3)n2)cc1,,train
2.11,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,,train
1.75,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2C)n[nH]1,,train
2.7,Cn1c(N)nc(CCc2ccc3ccccc3c2)cc1=O,,train
3.3,C[C@@H]1CN[C@@H](C2CC2)C(=O)N(C)[C@H](C)C(=O)N[C@H](Cc2ccc(F)cc2)C(=O)NCCCc2ccccc2O1,,train
3,CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,,train
2.1,CCn1c(SCC(=O)Nc2c(C#N)cnn2-c2ccccc2)nnc1-c1cccs1,,train
2.57,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(=O)(=O)NCc2ccccc2)c1=O)C(=O)C(F)(F)F,,train
2.55,COc1ccc(CNCc2ccc(-c3cc(C(N)=O)c(NC(N)=O)s3)cc2)cc1,,train
2.6,NS(=O)(=O)c1cccc(Nc2nccc(Nc3cccc4[nH]ncc34)n2)c1,,train
0.61999995,Cc1cccc(C)c1OCC(C)N,,train
1.69,Oc1cc(OCc2ccccc2)ccn1,,train
4.1,Clc1cccc(Cl)c1/C(=C/n1cncn1)OC1CCCCCC1,,train
2.8,Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12,,train
2.6,Cn1cc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,,train
3.63,COc1ccc(Cl)cc1NC(=O)Nc1cnccn1,,train
3.65,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,,train
3.8,O=c1c2ccccc2oc2cccc(O)c12,,train
2.35,C[C@H]1O[C@@H](n2cnc3c(N)nc(O[C@H]4CC[C@H](C)CC4)nc32)[C@H](O)[C@@H]1O,,train
0.21999994,CN(C)C(=O)N[C@H]1CC[C@@H](CCN2[C@@H]3CC[C@H]2C[C@@H](Oc2cccc(C(N)=O)c2)C3)CC1,,train
2.02,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCCN(C)CC4)cc3)ncc2F)n1C(C)C,,train
2.88,Cc1ncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)n1C(C)C,,train
2.1,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,,train
2.41,CC(Cc1cccc(CNCCc2c(Cl)cccc2Cl)c1)NC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12,,train
2.15,C[C@@H](NC(=O)[C@H]1CCCCN1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
3.72,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,,train
1.08,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1,,train
2.86,O=C(O)[C@H](Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,train
0.6000001,Cc1cccc(C)c1OC[C@@H](C)N,,train
1.53,CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,,train
3.72,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccc(F)cc2)nc2ccccc12)c1ccccc1,,train
2.53,CCn1c(-c2ccnc(Nc3ccc(C(=O)NC)cc3)n2)cnc1C,,train
1.7,NS(=O)(=O)c1ccc(NCc2ccccc2)cc1,,train
3.92,CCCc1c(OCCCSc2ccc(CC(=O)O)cc2Cl)ccc2c(CC)noc12,,train
1.34,O=S(=O)(Cc1cc(N2CCOCC2)nc(-c2ccccn2)n1)c1ccccc1,,train
3.24,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,,train
3.1,C[C@H](C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCc2[nH]c3ccc(F)cc3c2C1,,train
1.61,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C,,train
1.39,CCCSc1c(C(=O)NC2CCCCC2)cnn1[C@H]1CC[C@@H](C(=O)O)CC1,,train
2.04,C=CC(=O)Nc1cccc(CN2C(=O)N(c3c(Cl)c(OC)cc(OC)c3Cl)Cc3cnc(NCCCCN(CC)CC)nc32)c1,,train
2.74,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,,train
1.75,C#CC[C@@H](C(=O)N[C@H](/C=C/C(=O)OCC)C[C@@H]1CCNC1=O)n1cccc(NC(=O)c2cc(C)on2)c1=O,,train
-0.27000007,CC1(C)CCC(NC(=O)[C@@H](N)CCC(=O)O)CC1,,train
2.74,C[C@H](Nc1ccc2ncn(-c3cc(C4CC4)[nH]n3)c2n1)c1ncc(F)cn1,,train
2.8,COc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,,train
0.4,C[C@@H](NC(=O)C1CCNCC1)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
2.99,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,,train
1.21,CN(CCNC[C@H](O)c1ccc(O)c2[nH]c(=O)sc12)C(=O)CCOCCc1ccccc1,,train
4.2,Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCCCC3)cc(N3CCOCC3)c2)n1,,train
1.3,N#C[C@@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@@H]1c1ccccc1,,train
1.8,CN(C(=O)Cc1ccc(-n2cnnn2)cc1)C1CCN(Cc2ccc(C(F)(F)F)nc2)CC1,,train
2.51,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,,train
-1.4500002,CN(C)c1cccc2c(S(=O)(=O)N(C)CC(=O)O)cccc12,,train
1.49,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl,,train
3.61,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1,,train
0.73999995,O=C(NCCc1ccccc1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl,,train
1.5,COc1cc(OC)c2nc(C)c3c(c2c1)N(c1ccc(O)cc1)CC3,,train
0.8999999,COc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,,train
3.18,CC(=O)N[C@H](C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1,,train
1.96,CNCC[C@@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,,train
1.95,O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,,train
1.51,CS(=O)(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,,train
1,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,,train
2.35,Cc1cc2n[nH]c(=O)n2c2ccccc12,,train
1.5,Cc1nc(C)c(-c2ccc3c(c2)CC[C@]32CC[C@@H](CC(=O)O)CC2)nc1C(N)=O,,train
-1.08,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,,train
2.56,Cc1ccc(C(=O)Nc2nccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,train
3.1,Oc1ccc(-c2ccc3cc(O)ccc3n2)cc1,,train
-0.54,CNC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)c1ccc(C)cc1,,train
2.75,COCCS(=O)(=O)N1CCN(c2ccc(Nc3nccc(-c4cnc(C)n4C(C)C)n3)cc2)CC1,,train
3.27,Cc1cnc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)nc(N3CCOCC3)c2F)s1,,train
0.20000008,COc1ccc(Cc2c(N)n[nH]c2N)cc1,,train
3.28,COc1ccccc1CNc1cc(C)ccn1,,train
3.5,OC1(c2ccc(F)cc2)CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1,,train
0.15,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,train
4.42,CC(C)Cn1c(=O)n(C)c(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc21,,train
1.83,COc1cc2c(Nc3c(Cl)ccc4c3OCO4)ncnc2cc1OCC1CCN(C)CC1,,train
0.89000005,COc1ccccc1S(=O)(=O)NC(=O)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,,train
3.26,CSCc1cc(N2CCOCC2)nc(-c2ccccc2)n1,,train
2.2,CC1(COc2cc(-c3cccc4c(=O)cc(N5CCOCC5)oc34)ccc2NC(=O)CN2CCOCC2)COC1,,train
3.83,O=C(Nc1cccc(CCO)c1)c1cc2cc(Cl)ccc2[nH]1,,train
-0.81999975,CC(=O)Nc1nc(CCc2ccc(NC(=N)N)cc2)cs1,,train
3.1,COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)cc1OC,,train
3.57,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(C3CC3)C2)CC1,,train
0.29,Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C,,train
2.1,CC(CC(=O)NCc1ccccc1)C1CCCO1,,train
-0.30000004,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,,train
4,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,,train
2,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCc2ccccc2)c1,,train
2.14,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCN2CCOCC2)cc1Cl)C(F)(F)F,,train
1.8,COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC,,train
2.3,Nc1ccccc1NC(=O)c1ccc(-c2nccs2)cc1,,train
2.3,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,,train
3.48,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1cc(=O)[nH]c2ccccc12,,train
1.68,COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,,train
-0.20999989,N=C(N)Nc1ccc(C(=O)Oc2ccccc2)cc1,,train
1.55,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,,train
1.5,O=C(Nc1ccc(O)cc1)c1ccc(O)cc1,,train
3.2,O=C1CCOc2nc(/C=C/c3ccccc3)ccc21,,train
1.1,CC(=O)N(C)c1ccccc1,,train
3.3,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2Cc3ccccc3C2)c1,,train
3.1,C[C@H](NC1=NC(=O)[C@](C)(C(F)(F)F)S1)c1ccccc1F,,train
1.6,N#Cc1nc(NC2CCOC2)c(N)c(N2CCOCC2)n1,,train
3.4,COc1cc2ncc(C(N)=O)c(Nc3ccccc3C)c2cc1OC,,train
3.04,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1,,train
3.58,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)c1cccc2ccccc12,,train
2.63,O=C(Nc1ccc(Nc2ccc(NC(=O)c3ccccc3)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,,train
1.6,Cc1nc(C)c(-c2ccc([C@H]3CC[C@H](CCC(=O)O)CC3)cc2)nc1C(N)=O,,train
0.7799999,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(S(=O)(=O)Cc2ccccc2)C1)C(C)(C)C,,train
1.56,N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1,,train
0.56,CC(C)Cc1ccc([C@H](C)C(=O)NS(C)(=O)=O)cc1,,train
4.3,COc1ncc(-c2cccc3c2C[C@H](NC(=O)c2ccc(OCC(F)(F)F)nc2)CO3)cn1,,train
1.55,COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,,train
3.1,C[C@@H]1CN(c2noc(C3CC3)n2)CCN1c1ncc(OCc2ccncc2C#N)cn1,,train
1.6,O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1,,train
2.95,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,,train
2.11,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,,train
3.4,COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3Cl)c2cc1OC,,train
1.93,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccccc2)c1,,train
1.5,COc1ccccc1Oc1ccc(N(Cc2cccnc2)S(=O)(=O)CC(F)(F)F)cc1,,train
2.06,Cc1ccc(NC(=O)c2cscn2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,,train
3.4,O=C(Nc1cccc(Cl)c1)c1ccccn1,,train
0.6000001,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,,train
2.63,CNc1c(Cl)cnc2[nH]c(-c3ccc(OCCN4CCOCC4)cc3)nc12,,train
2.1,Cc1nc(-c2ccc(CN3CCC(N(C)C(=O)Cc4ccc(-n5cnnn5)cc4)CC3)cc2)no1,,train
1.61,COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@@H]2COCCN2)c1,,train
2.55,COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,,train
0.060000096,COc1cc(OC)c(S(=O)(=O)N(c2ccc(C)cc2)c2ccc(C)cc2)cc1NC(=O)CCC(=O)O,,train
2.34,O=c1cc(-c2ccc(O)cc2)[nH]c2ccccc12,,train
2.22,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,,train
3,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1,,train
3.8,Cc1cc(C)c(CNC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c(O)n1,,train
3.24,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,,train
2.2,CC[C@H](NC(=O)c1c([S+](C)[O-])c(-c2ccccc2)nc2ccccc12)c1cccnc1,,train
1.79,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4C)CC3)CC2)cc1,,train
1.44,Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12,,train
3.72,CC(C)Cn1cnc(-c2ccccc2)c1-c1nc2c(N)ncnc2s1,,train
3.2,CC(C)(C)OC(=O)N1CCN(c2ccc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,,train
-0.86999995,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(C(=O)O)c(Oc4ccc(Cl)c(Cl)c4)c3)C2)c(=O)[nH]c1=O,,train
3.1,Cc1ncccc1Oc1ncnc(OC2C3COCC2CN(C(=O)OC(C)C)C3)c1C,,train
0.25000003,Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1,,train
1.87,CC(=O)Nc1ccc2ccn(-c3cc(NCCCN4CCCC4)n4ncc(C#N)c4n3)c2c1,,train
0.7100001,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,,train
0.8500001,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1,,train
1.5,CS(=O)(=O)NC(=O)CCCc1c(-c2ccc(F)cc2)[nH]c2ccc(C#N)cc12,,train
3.5,Cc1cnc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2n1,,train
0.29999998,Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccncc2)cc1,,train
2.54,O=C(NC1CC1)c1cc(-c2cccs2)on1,,train
2.36,CNc1ncc(C(=O)c2ccccc2)s1,,train
2.86,CS(=O)(=O)c1ccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)s1,,train
