Solubility,compound,solvent,set
-3.31,CO\N=C(C)/C1=CC=CC(=C1C(=O)OC)OC2=NC(=CC(=N2)OC)OC,,train
-1.7800351,Sc1ccccc1Cl,,train
-3.83539,CC1COc2ccccc2N1C(=O)C(Cl)Cl,,train
-1.96,NC1=C(C=CC=C1)[N+]([O-])=O,,train
-3.65,NC1=CC=C(S(=O)(=O)NC2=NC3=C(C=N2)CCCC3)C=C1,,train
-1.4140003,COC(=O)C=C(C)C,,train
-1.0515,OC(=O)Cc1ccccc1C(O)=O,,train
-4.3468,Brc1cccc2ccccc12,,train
-4.59,NC1=CC=C(C(=C1)Cl)[S](=O)(=O)NC2=CC=C(Cl)C=C2,,train
-2.895,CON(C)C(=O)Nc1ccc(Br)cc1,,train
-0.8098,CCC(CC)C(O)=O,,train
-6.98,ClC1=C(Cl)C=C(OC2=CC=C(Cl)C(=C2)Cl)C=C1,,train
-5.9019,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,,train
-2.2459922,N#CC1(CC[NH+](CC1)Cc2ccccc2)[NH+]3CCCCC3,,train
-2.1,CC(=O)C(OC1=C(Cl)C=CC=C1)C(=O)O,,train
-2.0496,COc1cc(ccc1O)C(O)=O,,train
0.37460005,CCC(=O)NCCNC(=O)CC,,train
-6.5,COC1=CC2=C(C=C1)C=C(C(C)C(=O)OC(C)(C)C)C=C2,,train
-1.86,CCOC(=O)OC[N]1C=NC2=C1C(=O)N(C)C(=O)N2C,,train
-2.3153,CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O,,train
-2.52,CC(=O)OC1=CC=CC=C1C(=O)OCC(=O)NCC(N)=O,,train
-2.575,CCNc1nc(NC(C)CC)nc(OC)n1,,train
-6.820895,[N-]=[N+]=C1C=Cc2c(cccc2[S](=O)(=O)Oc3ccc(C(=O)c4ccccc4)c(O[S](=O)(=O)c5cccc6C(=O)C(C=Cc56)=[N+]=[N-])c3O[S](=O)(=O)c7cccc8C(=O)C(C=Cc78)=[N+]=[N-])C1=O,,train
-4.3765464,C[C](C)C,,train
-4.5238,CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,,train
-0.5109998,NC(=O)C[C@H](NC(N)=O)C(O)=O,,train
-0.7219001,CC(=O)C(C)(C)C,,train
-1.8600612,Cc1ccc(N)c(c1)[N+]([O-])=O,,train
-2.11,CCN(CC)C(=O)COC(=O)C1=CC=CC=C1OC(C)=O,,train
-1.49,CCCC1(CC)C(=O)NC(=O)NC1=O,,train
-2.4135,CCNc1nc(N)nc(Cl)n1,,train
-4.1979375,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,,train
-0.849573,ON=C1CCCCC1,,train
-1.8934476,COCc1ccc(O)c(OC)c1,,train
-3.2626917,CCCOC(=O)C1CCCCC1C(=O)OCCC,,train
-4.1579,CCCCc1c(C)nc(NCC)nc1O[S](=O)(=O)N(C)C,,train
-12.95,ClC1=C(Cl)C(Cl)=C(OC2=C(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,,train
-0.7590834,CC(C)CC=O,,train
-2.0841,COC(=O)[C@@H]1CCCN1C(=O)COC(=O)c2ccccc2,,train
-0.8356,NC(Cc1sccc1)C(O)=O,,train
-4.6399,Oc1c(Cl)cc(Cl)cc1Cc2ccccc2,,train
1.059872,CN(C)C(C)=O,,train
-0.706709,CC(=C)C(=O)OCCOC(=O)CCC(O)=O,,train
-3.3984573,COCC(NC(C)=O)C(=O)NCc1ccccc1,,train
-2.427,CCOc1ccc(N[S](=O)(=O)c2ccc(N)cc2)nn1,,train
-2.3074,CC[S](=O)CS[P](=S)(OC(C)C)OC(C)C,,train
-3.6865,CCCOC(=O)c1ccc(O)c(I)c1,,train
-0.38609993,N[C@@H](CO)C(O)=O,,train
-8.797314,CCCCC(CC)CN[S](=O)(=O)c1ccc(cc1)N=NC2=C(O)N(CCCC)C(=O)C(=C2C)C#N,,train
-2.73,COC(=O)C(C#N)C(=O)CC(C)C,,train
-1.24,O=C(O)CC(CSC(=O)O)C1=CC=CC=C1,,train
-4.066887,CC(C)[C@H]1CC[C@H](C)C[C@@H]1OC(C)=O,,train
-5.7769,CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,,train
-5.04,CC(OC1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1)C(O)=O,,train
-0.52999985,NC(C(=O)O)C1=CC=C(O)C=C1,,train
-4.1,CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,,train
-2.7,CC(=O)OCCOC[N]1C=NC2=C1N=C(N)NC2=O,,train
-6.22,CSC(=O)C1(OC(C)=O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,,train
-0.011999973,CC(=O)CCl,,train
-7.323793,COCCCN1C(=O)c2c(N)c3C(=O)c4ccccc4C(=O)c3c(N)c2C1=O,,train
-1.89,C1CCN2CC(C3)C4CCCCN4CC3C2C1,,train
-3.107029,CC(C)OC(=O)CCCCC(=O)OC(C)C,,train
-1.0427,C1Cc2ccccc2N1,,train
-0.9800999,N[S](=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,,train
-3.37,CCCCOC(=O)OC1=CC=C(NC(C)=O)C=C1,,train
0.9014231,CC(C)(CO)CO,,train
-3.62,CC(C)(C)NC(=O)C1N(CSC1(C)C)C(=O)C(O)C(CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3,,train
-5.0826,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,,train
-2.9887953,CC(C)c1ccc(cc1)C#N,,train
-3.1389,CNC(=O)OCc1ccc(Cl)c(Cl)c1,,train
-3.83,NS(=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(C(=O)O)=C1,,train
-2.2472,N[S](=O)(=O)c1ccc(SCCCO)cc1,,train
-3.2864785,CCCCC(CC)COC(=O)CC#N,,train
-5.669204,CCCCCCCCCCCCCCCCC(CO)CCCCCCCCCCCCCC,,train
-0.8951601,ClN1C(=O)[N-]C(=O)N(Cl)C1=O,,train
-6.144,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,,train
-1.7648128,Nc1cc(cc(c1[O-])[N+]([O-])=O)[N+]([O-])=O,,train
-4.52,CO[P](=O)(OC)OC(=C\Cl)/C1=C(Cl)C=C(Cl)C(=C1)Cl,,train
-0.45378911,CC(=C)C(=O)OCC1CO1,,train
-2.51,C[C@H](CC1=CC=CC=C1)N(C)CC#C,,train
-0.96669996,O\N=C/1CCCC=C1,,train
-6.8754,Clc1ccc(cc1)c2ccc(Cl)c(Cl)c2Cl,,train
-2.5626,C=CCN(CC=C)C(=O)COC(=O)c1ccccc1,,train
-8.46,CC(C)CCCC(C)C1CCC2C3CCC4CC(C)(CCC=C(C5=CC(=C(O)C(=C5)C(O)=O)Cl)C6=CC(=C(O)C(=C6)C(O)=O)Cl)CCC4(C)C3CCC12C,,train
-0.42501676,Nc1ccccc1,,train
-0.89259994,CC(C)C1NC(=O)CNC1=O,,train
-3.63,C1=CC=C(C=C1)C2=C(C=CC(=C2)O)[N+](=O)[O-],,train
0.8150445,CC(O)CNCC(C)O,,train
-3.616127,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,,train
-6.9290133,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,,train
-2.8014,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,,train
-2.158,OCc1ccccc1Br,,train
-3.2789428,OC(=O)c1ccc2cc(O)ccc2c1,,train
-5.21,COC1=C2C(=O)C3=C(C=CC=C3)N(C)C2=C4C=CC(C)(C)OC4=C1,,train
-0.25414097,CCCC(C)O,,train
-5.85,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,,train
-2.63,CCN(CC)[S](=O)(=O)C1=CC=C(N)C=C1,,train
-5.8081727,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,train
-4.47,COC1=CC2=C(C=C1OC)C3C(CO2)OC4=C(C=CC5=C4CC(O5)C(C)=C)C3=O,,train
-2.1362026,CCOC(=O)Cc1ccccc1,,train
-2.38,COC(=O)C[S](=O)(=O)C1=CC=C(Cl)C=C1,,train
-1.9977,CN1C=C(C(=O)NC1=O)[N+]([O-])=O,,train
-8.3813,Clc1ccc(c(Cl)c1Cl)c2cc(Cl)c(Cl)cc2Cl,,train
-4.4288,CSC1=NN=C(C(=O)N1\N=C\C(C)C)C(C)(C)C,,train
-3.2,CC1=CC(=NC(=N1)NN=C(C)C2=CC=CC=C2C)C,,train
-2.65,N\C(CCSCc1csc(\N=C(\N)N)n1)=N\S(=O)(N)=O,,train
-7.9407,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,,train
-8.106483,CC(C)(C)c1cc(CCC(=O)OCCCCCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,train
-5.4695582,CC(C)(c1ccc(OC#N)cc1)c2ccc(OC#N)cc2,,train
-6.9187336,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,,train
0.32369983,OC(=O)CNCCC#N,,train
-1.7127999,ClCC(Cl)=C,,train
-1.01,CC(C)(C)NCC(O)COC1=CC=CC2=C1CC(O)C(O)C2,,train
-1.6762061,CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,,train
-6.77,ClC1=CC=C(OC2=C(Cl)C=CC(=C2)Cl)C(=C1)Cl,,train
-0.7062,CCC(O)C(C)C,,train
-5.8836966,CCCCCCCC(=O)CC(=O)c1ccccc1,,train
-1.5354,COc1c(cc(cc1C(O)=O)C(O)=O)C(O)=O,,train
-2.2193,OC(=O)c1oc(Cl)c(Cl)c1Cl,,train
-1.3292189,CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,,train
-2.503,Oc1ccc(cc1[N+]([O-])=O)C(F)(F)F,,train
-1.0899,CCOC(=O)\C=C/C(=O)OCC,,train
-5.738072,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3cccc(O[P](=O)(Oc4ccccc4)Oc5ccccc5)c3,,train
-0.39999998,O=C(O)CC(O)CCC1=CCCC1=O,,train
-1.9202,NC(=O)NC(=O)C=CC(O)=O,,train
-4.1488,OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,,train
-2.886,CC(C)CCBr,,train
-3.13,O(c(ccc(c1)C=CC)c1)C,,train
1.11E-07,NC(CCCNC(N)=N)C(O)=O,,train
-4.083,OC(c1ccc(F)cc1)(c2cncnc2)c3ccccc3Cl,,train
-2.34,NC1=NC2=C(N=CN=C2)N=C1,,train
-3.35,O=C(CCCN1CCC(O)(C2=CC=C(Cl)C=C2)CC1)C1=CC=CC=C1,,train
-0.59459984,CCN(CC)C(=O)CC(C)C,,train
0.885419,CN(C)CCCNC=O,,train
-4.2155,COc1ccc2Sc3ccccc3N(C[C@H](C)CN(C)C)c2c1,,train
0.7400001,OCC1OC(O)C(O)C(O)C1O,,train
-1.5399998,CC(=O)OC1=CC2=C(NC(=O)C2)C=C1,,train
-0.724347,O[B-](O)(F)F,,train
-0.94432414,COc1ccccc1N,,train
-2.3566153,CC(C)C(=O)c1ccccc1,,train
-6.0175467,CCOc1ccccc1NC(=O)C(=O)Nc2ccccc2CC,,train
-1.843,OCC(O)[C@H]1OC2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl,,train
-7.3999,Clc1ccccc1c2c(Cl)c(Cl)cc(Cl)c2Cl,,train
-7.32,CC1CCC2(OC1)OC3CC4C5CC=C6CC(O)CCC6(C)C5CCC4(C)C3C2C,,train
-4.090188,O=CCC\C=C1/CC2CC1C3CCCC23,,train
-4.46,CN1C2=C(C=CC=C2)C(=O)C2=C1C=CC=C2,,train
-6.99,CC1(C)[C@@H](C=C(Cl)Cl)[C@H]1C(=O)OCc2cccc(Oc3ccccc3)c2,,train
-2.6876302,C(NCc1ccccc1)c2ccccc2,,train
-6.4243,Fc1ccc(Oc2ccnc3cc(Cl)cc(Cl)c23)cc1,,train
0.5454999,CC(Cl)(Cl)C(O)=O,,train
-4.2808,CCC(C)C(C)C,,train
-4.861741,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC/C(C)=C/CO,,train
-2.72,CCC1=C(N=C2C=C(O)C(=O)C3=C2C=CC=C3)C(=NO1)C,,train
-5.199,Clc1ccc(Oc2ccccc2Cl)cc1Cl,,train
-1.14,COC1=NC2=C(N=CN=C2)N=C1,,train
-3.94,CN1C(=O)NC2=C1NC(=O)NC2=O,,train
-2.160472,CCCCC(CC)CO,,train
-3.8028,Clc1cc(NC(=O)Nc2ccccc2)ccn1,,train
1.0218002,O=C1C=CNC=C1,,train
-0.2536999,OCC(Cl)(Cl)Cl,,train
-1.6,COC1=CC=CC=C1C(O)=O,,train
-4.5531,[O-][N+](=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,,train
-6.9789085,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,,train
-4.8,CCCCCCCCCCC(C)(C)C(=O)NO,,train
-0.7684001,CN(N=O)C(C)=O,,train
-2.5748,Oc1ccc2Nc3ccccc3Sc2c1,,train
-6.4001,Clc1ccc(cc1)c2cccc(Cl)c2,,train
-4.35,C1=CC=C(C2=CN=C(C3=CC=C(CN4CCOCC4)C=C3)O2)C=C1,,train
-3.7960463,CC(C)(C)c1ccc(O)c(c1)C(C)(C)C,,train
-0.017300019,CN1C2CCC1[C@H]([C@@H](O)C2)C(O)=O,,train
-6.796,CCc1c2ccccc2cc3c1ccc4ccccc34,,train
-5.5864,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,,train
-4.8102,CCCCCCCI,,train
1.5277008,NCCCCCCCCCCN,,train
-3.1772,S=C=Nc1ccccc1,,train
-2.6806,c1cnc2c(c1)ccc3ncccc23,,train
-2.12,NC1=NC2=C(N=C[N]2COCCO)C(=O)N1,,train
-3.8822029,O=C(c1ccccc1)c2ccccc2,,train
-3.84,c1cc(OCCCC)ccc1C(=O)OCCN(CC)CC,,train
-2.639,CCC(=O)c1ccc(O)cc1,,train
-2.62,O=C(O)C1=C(Cl)C=C(N=NC2=CC=C(O)C=C2)C=C1,,train
-4.0023685,COCc1ccc(cc1)c2ccc(COC)cc2,,train
0.5059999,COCOC,,train
-3.613,CCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl,,train
-3.414,[nH]1c2ccccc2nc1c3occc3,,train
-0.4016,O=C1CNC(=O)N1,,train
-6.29,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,,train
-5.9231567,CCCCCCCCCCC1CO1,,train
-4.1297,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)OC(C)=O,,train
-5.9994817,CC(C)(c1ccc(OCCOC(=O)C=C)cc1)c2ccc(OCCOC(=O)C=C)cc2,,train
-5.35,C1C(=O)C=C2C(C)=CC3C4CCC(C(=O)C)(OC(=O)C)C4(C)CCC3C2(C)C1,,train
-4.6928315,O=C1NC(=O)c2cccc3cccc1c23,,train
-5.0389,CC(C)OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)OC(C)C,,train
-3.6433442,CCOC(=C)C1C(C)(C)CC(=O)CC1(C)C,,train
-0.7188245,C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,,train
-0.45955074,COC(=O)c1cccnc1,,train
-2.74,ClC(Cl)=C(Cl)Cl,,train
-1.175958,CCC1=C(O)C(=O)C=CO1,,train
-1.22,COC1=C2CCCC3CN(C(=N)N)CC(=C23)C=C1,,train
-1.87,CCOC(=O)CNC(=O)COC(=O)C1=CC=CC=C1OC(C)=O,,train
0.35970008,NC(CS)C(O)=O,,train
1.1359004,CCCCN,,train
-4.8953,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,,train
-3.1727,C=CCOC1=N[S](=O)(=O)c2ccccc12,,train
-1.94,C1=CC(=CC=C1C(=O)NO)[N+](=O)[O-],,train
-3.3285835,CCO[Si](CCCCl)(OCC)OCC,,train
-3.0799296,CC(C)CC1CC(C)CCO1,,train
-4.19,CCONC(=O)C1=CN(C)C(=O)C(=C1NC2=CC=C(Br)C=C2F)F,,train
-3.1639,CN[P](=O)(OC)Oc1ccc(cc1Cl)C(C)(C)C,,train
0.9994923,O=C1CCCCO1,,train
-2.4944,OC(=O)c1[nH]cnc1C(O)=O,,train
-9.2068,Clc1cc2Oc3cc(Cl)c(Cl)cc3Oc2cc1Cl,,train
-3.29,NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3,,train
-6.2954245,CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,,train
-4.820796,O=C(OCc1ccccc1)/C=C/c2ccccc2,,train
-2.5552697,C=Cc1ccccc1,,train
-8.65,FC1=CC=CC(=C1C(=O)NC(=O)NC2=CC(=C(OC3=C(Cl)C=C(C=N3)C(F)(F)F)C(=C2)Cl)Cl)F,,train
-7.2481956,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,,train
-8.3221,CC(C)[C@@H](C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3,,train
-2.9008,Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4,,train
-1.7,NC1=NC(=O)NN1C1=CC=CC=C1,,train
-1.7271281,CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,,train
-1.7357141,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O,,train
-0.8212999,CC1(CCN2CCCCC2)NC(=O)NC1=O,,train
-3.4792,BrC1=CNC(=NC1=O)c2ccccc2,,train
-6.8496,CCCCCCCCN(CCCCCCCC)CCCCCCCC,,train
-0.91999996,CN1C(=O)C=NC2=C1N=CN=C2,,train
0.67649996,O[S](=O)(=O)C(Cl)[S](O)(=O)=O,,train
-2.1394,O=C1Nc2ccccc2C=C1,,train
0.48000014,CC(CC(O)=O)C(O)=O,,train
0.019999852,CC1CN(C(=N)N)C(C)CN1C(=N)N,,train
-4.6,CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,,train
-0.07999981,NC1=NC(=CC=C1)N,,train
-3.14,COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,,train
-2.1195,COc1cc(C=O)cc(OC)c1OC,,train
-7.3281145,CCCCCCCCCCCCCCCCCCCCCC(O)=O,,train
-4.49,NC1=CC=C(C=C1)[S](=O)(=O)NC2=CC=CC=C2[N+]([O-])=O,,train
-2.6724024,COc1ccc(OC)c(Cl)c1,,train
0.98234475,CCCC(O)CO,,train
-3.7259037,C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3,,train
-4.1874557,CCC(=O)/C=C/C1=C(C)CCCC1(C)C,,train
-1.8191,CCC(CC)(CC)NC(N)=O,,train
-3.243751,C[C@H](CCC=C(C)C)CC=O,,train
-3.1,CC1=CC=C(NC(=O)C(O)(O)C(=O)NC2=CC=C(C)C=C2)C=C1,,train
-7.0277066,CCCCCCCCC\C=C/CCCCCCC(=O)OCCCCCCCC\C=C/CCCCCCCC,,train
0.5366,O[S](=O)(=O)C(Cl)([S](O)(=O)=O)[S](O)(=O)=O,,train
-5.123169,SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,,train
-1.1909999,Cc1ccc(O)c(C)c1,,train
-7.0899997,ClC1=CC=CC(=C1)OC2=CC=C(Cl)C(=C2Cl)Cl,,train
-3.1023858,Cc1ccc(Cl)cc1,,train
-0.93999994,CCCCCC(N)C(O)=O,,train
-1.789422,Cc1cc(O)ccc1N,,train
-3.52,CCCCN(CC)C1=NC(=NC(=N1)N=[N+]=[N-])N,,train
0.5373,CCO[P](=O)(OCC)O[P](=O)(OCC)OCC,,train
-3.83,CCCC(=O)OCN1C=NC2=C(C=N[N]2COC(=O)CCC)C1=O,,train
1.0499002,CCC(O)CN,,train
-1.25,O=C(NC(=O)C(=O)C1=O)N1,,train
-0.41890013,CCOC(=O)N(C)CC,,train
-2.2304,ClCC(=O)NC(=O)CCl,,train
0.65909994,CC(C)(CO)C(O)C(=O)NCCC(O)=O,,train
-4.84,CCOC(=O)C1=CC2(CC)CCCN3CCC4=C(C32)N1C1=C4C=CC=C1,,train
-2.19,C(CCO[N+](=O)O)CCO[N+](=O)O,,train
-6.1799,Clc1ccc(c2ccccc2)c(Cl)c1Cl,,train
-2.7377,Oc1cc2ccccc2cc1O,,train
-1.8129007,CC(Nc1ccc(N\N=C\2C=C(c3ccccc3C2=O)[S]([O-])(=O)=O)c(C)c1)C(=O)c4ccccc4,,train
-4.04,COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,,train
-1.91,CC1=C(C(C)C)C(=O)N(C2=CC=CC=C2)N1C,,train
-4.61,c1ccc2C(=O)N=C(c3ccccc3)Oc2c1,,train
-0.04493154,CC(CO)OC(=O)C(C)=C,,train
-2.85,NC(CSCCSCC(N)C(=O)O)C(=O)O,,train
-0.14482369,CCOC(=O)CC1(C)OCCO1,,train
-2.8579,CC(C)O[P](=O)(OC(C)C)SCc1ccccc1,,train
-1.0169829,O=C1CCN(CC1)Cc2ccccc2,,train
-0.9482,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(C)=O,,train
-3.7276952,FC(F)(F)c1ccc(Cl)cc1,,train
-0.48739994,OC(=O)CC(O)(CC(O)=O)C(=O)Nc1ccccc1,,train
-1.3871946,COC(=O)C1CCC(CC1)C(=O)OC,,train
-5.32,NC1CN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,,train
-6.4720817,CCCCCCCCCCCCCCCCCCOC=C,,train
-3.16,CC(=O)NC1=CC2=C(C=C1)N=C(S(N)(=O)=O)S2,,train
-7.4,CC1=C(Cl)C(CC2=CC=C(Cl)C=C2Cl)=CC=C1Cl,,train
-1.803,c1ccccc1(OC(=O)NC),,train
-1.0831,BrN1C(=O)CCC1=O,,train
-3.1711,CCCCCS[S](=O)CCCCC,,train
-1.935,OC(=O)C1CCCCC1C(O)=O,,train
-0.9795636,CCC(C)(C)OC,,train
-1.7603,CC(Cl)(Cl)[N+]([O-])=O,,train
-0.17380013,O=NN1CCCCC1,,train
-2.3081274,Cc1cc(ccc1N=C=O)c2ccc(N=C=O)c(C)c2,,train
-3.05,c1ccccc1S(=O)(=O)NC(=O)NCCCC,,train
-4.57,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,,train
-3.6518877,CCCCCCC#CC(=O)OC,,train
-7.5537925,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C2=C(C)CCCC2(C)C)C(C)(C)CCC1,,train
-2.3837,Oc1ccc(cc1)C(c2ccc(O)cc2)=C3C=CC(=O)C=C3,,train
-5.08,CCCCCC(C)C,,train
-2.69,OC(=S)COC1=C(Cl)C=C(Cl)C=C1,,train
-1.1599998,CN1N=C(SC1=N[S](=O)(=O)C(F)(F)F)[S](N)(=O)=O,,train
-5.152,COC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(OC(F)F)cc(OC(F)F)n2,,train
-1.2082,CCCN1C(=O)N(C)c2ncn(C)c2C1=O,,train
-3.9515188,C=CC(=O)OCCOc1ccccc1c2ccccc2,,train
-1.43,CC(C)CC(Br)C(=O)NC(C)C(=O)NC(C)C(=O)O,,train
-6.43,OC(=O)C1=CC=CC=C1NC2=CC(=CC=C2)[N+]([O-])=O,,train
-0.59000003,CCOC(=O)CNC(C)=CC(C)=O,,train
-5.93,C1=CC2=C(C=C1)C3=C4C(=CC=C3)C=CC=C24,,train
-0.5071844,Cc1ccc(N)cc1N,,train
-2.68,COC1=CC(OC)=CC(OC)=C1,,train
-4.36,ClC1=CC=C(NN=C(C#N)C#N)C=C1,,train
-2.0408,CCOC(=O)CCCCCC(=O)OCC,,train
-4.9025,COc1ccc(cc1NNC(=O)OC(C)C)c2ccccc2,,train
-5.05,CC1=C(C=CC(=C1)N)[S](=O)(=O)NC2=C(Cl)C=CC=C2,,train
-0.9656,C[C@H](NC(N)=O)C([O-])=O,,train
-7.4618,Clc1ccc(Cl)c(N\N=C2/C(=O)C(=Cc3ccccc23)C(=O)Nc4ccc5NC(=O)Nc5c4)c1,,train
-3.08,CCCCC1=CC=C(C=C1)C(O)=O,,train
-6.0397606,O=C1c2ccccc2C(=O)c3ccccc13,,train
-4.2856,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl,,train
-2.5139,OC(=O)COc1ccc(Cl)cc1Cl,,train
-5.4,CCCCOC1=CC(=O)C2(OC3=C(C2=O)C(OC)=CC(OC)=C3Cl)C(C)C1,,train
-0.7796167,CC(=O)OCC(=C)COC(C)=O,,train
-1.9,CCN(CC)C(=O)NC1=CC(=C(OCC(O)CNC(C)(C)C)C=C1)C(C)=O,,train
-2.19,c1(cc(ccc1C(C)C)C)O,,train
-3.4,COC1=CC2=CC=C(C(C)C(=O)OCCCO)C=C2C=C1,,train
-2.5937,CC1(C)C2CC3OC3(C)C1C2,,train
-8.4,FC1=CC=C(C=C1)C([N]2C=CN=C2)(C3=CC=CC=C3)C4=C(F)C=CC=C4,,train
-3.5342474,CC1(C)CCC=C(C1)C(=O)CCC=C,,train
-1.3505,NC(=O)NCC(=O)NCC(=O)NCC(O)=O,,train
-1.1765,CCO[P](=O)(OCC)OCC(C)C,,train
-6.3372617,C\C1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1,,train
-1.375967,OC(=O)c1ccncc1,,train
-1.8841,CCCCCOC(C)=O,,train
-5.4817,Clc1ccccc1c2nnc(nn2)c3ccccc3Cl,,train
-3.41,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC(=O)N(C)CC(N)=O,,train
-4.200866,COC(=O)C1CC2(CCC1(C)C=C2)C(C)C,,train
0.28929985,NC(=O)C1CCCC(N1)C(N)=O,,train
-1.39,OC(C1=CC=CC=C1)(C1=CC=CC=C1)C1CCNCC1,,train
-2.48,O=S(=O)(NS(=O)(=O)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,,train
-8.146901,CC(C)CCCCCCCCCCCCCCC([O-])=O,,train
-2.9776042,CC(C)C,,train
-4.5446,COc1ccc(cc1)C(C(C)[N+]([O-])=O)c2ccc(OC)cc2,,train
-2.177078,Clc1ccc(C=O)cc1,,train
-1.9688183,O=C/C=C/c1ccccc1,,train
-0.8053204,CCN(CC)c1cc2[o+]c3cc(N(CC)CC)c(C)cc3c(c2cc1C)c4ccc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O,,train
-2.42,CNC(=O)NC(=O)C(C)(C(=O)OCOC)C1=CCCCC1,,train
0.45414412,FC(F)(F)[S](=O)(=O)N[S](=O)(=O)C(F)(F)F,,train
1.1206001,C=O,,train
-4.6026,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2,,train
